Factorial,Time
329,0.100000
330,0.100000
327,0.100000
328,0.100000
326,0.100000
332,0.100000
2160,0.650000
2185,0.660000
334,0.100000
331,0.100000
336,0.100000
335,0.100000
337,0.100000
338,0.110000
339,0.100000
345,0.100000
342,0.100000
341,0.100000
340,0.100000
343,0.100000
2210,0.670000
344,0.100000
346,0.110000
348,0.110000
349,0.110000
352,0.110000
350,0.100000
351,0.110000
347,0.110000
2335,0.700000
354,0.110000
353,0.100000
2260,0.690000
355,0.110000
356,0.110000
357,0.110000
358,0.110000
2285,0.690000
359,0.110000
360,0.110000
361,0.110000
362,0.110000
2310,0.700000
364,0.110000
368,0.110000
2460,0.750000
365,0.110000
366,0.110000
363,0.110000
369,0.120000
2235,0.680000
367,0.110000
370,0.110000
2360,0.710000
371,0.110000
372,0.110000
373,0.120000
374,0.110000
375,0.110000
376,0.110000
377,0.110000
378,0.120000
379,0.120000
380,0.110000
2560,0.780000
383,0.120000
384,0.110000
381,0.110000
382,0.110000
385,0.110000
387,0.120000
2435,0.740000
386,0.110000
388,0.120000
393,0.120000
2385,0.720000
389,0.120000
390,0.120000
391,0.120000
392,0.120000
394,0.110000
2535,0.770000
2510,0.760000
401,0.120000
2485,0.750000
396,0.120000
395,0.120000
397,0.120000
398,0.120000
399,0.120000
402,0.120000
400,0.120000
403,0.120000
404,0.120000
409,0.120000
405,0.120000
406,0.120000
407,0.120000
2410,0.730000
408,0.120000
418,0.130000
411,0.130000
410,0.120000
412,0.130000
413,0.130000
414,0.130000
415,0.120000
416,0.130000
2585,0.780000
423,0.130000
420,0.130000
417,0.120000
419,0.130000
422,0.130000
424,0.130000
2610,0.790000
2635,0.800000
430,0.130000
425,0.130000
431,0.130000
421,0.130000
426,0.130000
427,0.130000
428,0.130000
429,0.130000
432,0.130000
439,0.140000
437,0.130000
2660,0.810000
434,0.130000
433,0.130000
436,0.130000
2685,0.810000
435,0.130000
438,0.130000
445,0.140000
440,0.130000
441,0.130000
442,0.140000
2710,0.820000
443,0.130000
452,0.130000
446,0.130000
449,0.130000
447,0.130000
448,0.140000
451,0.140000
453,0.140000
2760,0.840000
2735,0.830000
450,0.140000
444,0.130000
457,0.140000
454,0.140000
456,0.140000
455,0.130000
459,0.140000
2785,0.840000
458,0.140000
466,0.140000
460,0.140000
2810,0.850000
461,0.140000
462,0.140000
463,0.140000
472,0.140000
467,0.140000
469,0.140000
468,0.140000
464,0.140000
465,0.150000
470,0.140000
471,0.140000
477,0.150000
474,0.140000
473,0.140000
2885,0.870000
475,0.140000
476,0.150000
478,0.150000
479,0.140000
2910,0.870000
2860,0.870000
2935,0.890000
2960,0.890000
2985,0.900000
3085,0.930000
2835,0.860000
3010,0.910000
3035,0.920000
3210,0.970000
3110,0.940000
3135,0.940000
3060,0.930000
3160,0.960000
3235,0.980000
3185,0.970000
3260,0.990000
